sequence_id,label,label_name,motif_combo,num_selected_motifs,SP2,ZBED4,EGR1,ELK3,TFDP1,ZNF131,split
train_positive_FP008556,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_357,0,negative,none,0,0,0,0,0,0,0,train
train_negative_11826,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP018345,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP005318,1,positive,none,0,0,0,0,0,0,0,train
train_negative_5681,0,negative,none,0,0,0,0,0,0,0,train
train_negative_983,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP019126,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_4079,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8244,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP012244,1,positive,EGR1,1,0,0,1,0,0,0,train
train_positive_FP008829,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP001447,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP011851,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP017712,1,positive,ZBED4,1,0,1,0,0,0,0,train
train_negative_15154,0,negative,none,0,0,0,0,0,0,0,train
train_negative_12409,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP017332,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP019710,1,positive,SP2,1,1,0,0,0,0,0,train
train_positive_FP019604,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_12812,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP008560,1,positive,none,0,0,0,0,0,0,0,train
train_negative_7848,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13989,0,negative,none,0,0,0,0,0,0,0,train
train_negative_10971,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_740,0,negative,none,0,0,0,0,0,0,0,train
test_negative_47,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13881,0,negative,none,0,0,0,0,0,0,0,train
test_negative_9300,0,negative,none,0,0,0,0,0,0,0,train
test_negative_12133,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8774,0,negative,none,0,0,0,0,0,0,0,train
train_negative_2503,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP000453,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP002606,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_2090,0,negative,none,0,0,0,0,0,0,0,train
train_negative_5966,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP008709,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_5015,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP013200,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_positive_FP018678,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP001215,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_positive_FP017982,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP017800,1,positive,ELK3,1,0,0,0,1,0,0,train
test_negative_1496,0,negative,none,0,0,0,0,0,0,0,train
test_negative_3658,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP004394,1,positive,none,0,0,0,0,0,0,0,train
train_negative_8592,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP006611,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_15049,0,negative,EGR1,1,0,0,1,0,0,0,train
train_positive_FP000869,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_2563,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4306,0,negative,SP2,1,1,0,0,0,0,0,train
test_positive_FP014516,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_15329,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_9748,0,negative,none,0,0,0,0,0,0,0,train
train_negative_2739,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP007291,1,positive,none,0,0,0,0,0,0,0,train
train_negative_4167,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_4713,0,negative,none,0,0,0,0,0,0,0,train
test_negative_3902,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP007283,1,positive,none,0,0,0,0,0,0,0,train
train_negative_2693,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP017890,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP013243,1,positive,none,0,0,0,0,0,0,0,train
train_negative_11770,0,negative,EGR1,1,0,0,1,0,0,0,train
test_negative_13349,0,negative,none,0,0,0,0,0,0,0,train
train_negative_10320,0,negative,SP2,1,1,0,0,0,0,0,train
test_positive_FP000414,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_positive_FP013378,1,positive,none,0,0,0,0,0,0,0,train
train_negative_2526,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP000172,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,train
test_positive_FP013964,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_positive_FP005930,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_13224,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP002172,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP013726,1,positive,none,0,0,0,0,0,0,0,train
train_negative_6254,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP015782,1,positive,ZBED4,1,0,1,0,0,0,0,train
train_negative_7669,0,negative,none,0,0,0,0,0,0,0,train
train_negative_16381,0,negative,none,0,0,0,0,0,0,0,train
test_negative_7391,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP007153,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
test_positive_FP009748,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP008955,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP011452,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_11119,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4758,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_7983,0,negative,SP2,1,1,0,0,0,0,0,train
test_negative_3256,0,negative,none,0,0,0,0,0,0,0,train
train_negative_5543,0,negative,none,0,0,0,0,0,0,0,train
train_negative_9792,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP007135,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_1834,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_3135,0,negative,none,0,0,0,0,0,0,0,train
test_negative_9666,0,negative,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP009032,1,positive,none,0,0,0,0,0,0,0,train
train_negative_15383,0,negative,ZNF131,1,0,0,0,0,0,1,train
test_positive_FP019352,1,positive,none,0,0,0,0,0,0,0,train
train_negative_4572,0,negative,none,0,0,0,0,0,0,0,train
train_negative_14947,0,negative,none,0,0,0,0,0,0,0,train
train_negative_12884,0,negative,none,0,0,0,0,0,0,0,train
test_negative_15630,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP011977,1,positive,none,0,0,0,0,0,0,0,train
test_negative_8910,0,negative,none,0,0,0,0,0,0,0,train
train_negative_10152,0,negative,none,0,0,0,0,0,0,0,train
train_negative_9456,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP014687,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_8072,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3302,0,negative,none,0,0,0,0,0,0,0,train
test_negative_113,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13414,0,negative,none,0,0,0,0,0,0,0,train
test_negative_2495,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8342,0,negative,none,0,0,0,0,0,0,0,train
test_negative_7663,0,negative,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP017026,1,positive,none,0,0,0,0,0,0,0,train
test_negative_8840,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP017905,1,positive,ELK3,1,0,0,0,1,0,0,train
train_negative_1525,0,negative,none,0,0,0,0,0,0,0,train
train_negative_10797,0,negative,EGR1,1,0,0,1,0,0,0,train
train_negative_5624,0,negative,SP2,1,1,0,0,0,0,0,train
test_negative_3120,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP009808,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP008090,1,positive,none,0,0,0,0,0,0,0,train
train_negative_8857,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP014999,1,positive,none,0,0,0,0,0,0,0,train
train_negative_14434,0,negative,none,0,0,0,0,0,0,0,train
test_negative_15662,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP011068,1,positive,none,0,0,0,0,0,0,0,train
test_negative_184,0,negative,none,0,0,0,0,0,0,0,train
train_negative_784,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP006930,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,train
train_positive_FP017277,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_4370,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP010548,1,positive,ZBED4,1,0,1,0,0,0,0,train
train_negative_2901,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP012641,1,positive,none,0,0,0,0,0,0,0,train
train_negative_15657,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6660,0,negative,none,0,0,0,0,0,0,0,train
test_negative_5597,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP011670,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP017528,1,positive,none,0,0,0,0,0,0,0,train
train_negative_6754,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP007313,1,positive,none,0,0,0,0,0,0,0,train
test_negative_2323,0,negative,none,0,0,0,0,0,0,0,train
train_negative_14689,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP014893,1,positive,ZNF131,1,0,0,0,0,0,1,train
test_positive_FP008989,1,positive,SP2,1,1,0,0,0,0,0,train
train_positive_FP004850,1,positive,none,0,0,0,0,0,0,0,train
test_negative_3704,0,negative,none,0,0,0,0,0,0,0,train
train_negative_14209,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP017951,1,positive,none,0,0,0,0,0,0,0,train
train_negative_15314,0,negative,none,0,0,0,0,0,0,0,train
test_negative_11960,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP010863,1,positive,EGR1,1,0,0,1,0,0,0,train
test_negative_2533,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP018120,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP008582,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP016105,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_13115,0,negative,none,0,0,0,0,0,0,0,train
test_negative_4202,0,negative,none,0,0,0,0,0,0,0,train
train_negative_15629,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP007807,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_8032,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP002878,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_11256,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP002236,1,positive,none,0,0,0,0,0,0,0,train
train_negative_11751,0,negative,ZBED4,1,0,1,0,0,0,0,train
train_negative_5107,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_11867,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6395,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP010529,1,positive,EGR1,1,0,0,1,0,0,0,train
train_negative_11456,0,negative,none,0,0,0,0,0,0,0,train
train_negative_16292,0,negative,none,0,0,0,0,0,0,0,train
train_negative_11204,0,negative,none,0,0,0,0,0,0,0,train
train_negative_16236,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,train
test_negative_8753,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8901,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP003080,1,positive,none,0,0,0,0,0,0,0,train
train_negative_11986,0,negative,ZBED4,1,0,1,0,0,0,0,train
test_positive_FP019116,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_316,0,negative,none,0,0,0,0,0,0,0,train
train_negative_7098,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP019031,1,positive,SP2,1,1,0,0,0,0,0,train
train_positive_FP016285,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
test_negative_6387,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13764,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP011194,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_positive_FP019177,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_7627,0,negative,EGR1,1,0,0,1,0,0,0,train
train_positive_FP015117,1,positive,none,0,0,0,0,0,0,0,train
test_negative_14548,0,negative,ZBED4,1,0,1,0,0,0,0,train
train_negative_2283,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6531,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8540,0,negative,none,0,0,0,0,0,0,0,train
train_negative_1219,0,negative,none,0,0,0,0,0,0,0,train
train_negative_15146,0,negative,EGR1,1,0,0,1,0,0,0,train
train_negative_9207,0,negative,none,0,0,0,0,0,0,0,train
test_negative_8978,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP018191,1,positive,EGR1,1,0,0,1,0,0,0,train
train_positive_FP006884,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP015054,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_2627,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_8323,0,negative,none,0,0,0,0,0,0,0,train
test_negative_2525,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP017338,1,positive,SP2,1,1,0,0,0,0,0,train
train_positive_FP005950,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_15135,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP003612,1,positive,ZBED4,1,0,1,0,0,0,0,train
train_negative_7121,0,negative,none,0,0,0,0,0,0,0,train
train_negative_328,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6474,0,negative,EGR1,1,0,0,1,0,0,0,train
train_negative_14599,0,negative,none,0,0,0,0,0,0,0,train
train_negative_849,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8068,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP018448,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP013839,1,positive,none,0,0,0,0,0,0,0,train
train_negative_2855,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP000878,1,positive,none,0,0,0,0,0,0,0,train
train_negative_1856,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3556,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP002376,1,positive,none,0,0,0,0,0,0,0,train
train_negative_9065,0,negative,none,0,0,0,0,0,0,0,train
train_negative_15870,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP010677,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP013358,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_953,0,negative,none,0,0,0,0,0,0,0,train
test_negative_5112,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP001950,1,positive,none,0,0,0,0,0,0,0,train
train_negative_14270,0,negative,none,0,0,0,0,0,0,0,train
train_negative_16426,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP011314,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP006954,1,positive,none,0,0,0,0,0,0,0,train
train_negative_4835,0,negative,none,0,0,0,0,0,0,0,train
train_negative_7124,0,negative,none,0,0,0,0,0,0,0,train
train_negative_12109,0,negative,none,0,0,0,0,0,0,0,train
test_negative_7181,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP004193,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP009240,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP002041,1,positive,none,0,0,0,0,0,0,0,train
train_negative_2475,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP018045,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
test_negative_3035,0,negative,none,0,0,0,0,0,0,0,train
train_negative_2941,0,negative,none,0,0,0,0,0,0,0,train
test_negative_7255,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP017807,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_10150,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP016097,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_8320,0,negative,EGR1,1,0,0,1,0,0,0,train
test_negative_1575,0,negative,EGR1,1,0,0,1,0,0,0,train
test_positive_FP013420,1,positive,SP2,1,1,0,0,0,0,0,train
train_positive_FP013527,1,positive,EGR1,1,0,0,1,0,0,0,train
train_negative_9881,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP017911,1,positive,ZBED4,1,0,1,0,0,0,0,train
test_negative_11386,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP006616,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP000837,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP006632,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_13976,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP010242,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_684,0,negative,none,0,0,0,0,0,0,0,train
train_negative_14187,0,negative,SP2,1,1,0,0,0,0,0,train
test_negative_6105,0,negative,none,0,0,0,0,0,0,0,train
test_negative_9309,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_2422,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP002056,1,positive,none,0,0,0,0,0,0,0,train
train_negative_4132,0,negative,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP007356,1,positive,SP2,1,1,0,0,0,0,0,train
train_positive_FP009161,1,positive,ELK3,1,0,0,0,1,0,0,train
test_positive_FP012660,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_13398,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP016822,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP009137,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_15928,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP013534,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP005396,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_positive_FP001039,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP008193,1,positive,none,0,0,0,0,0,0,0,train
train_negative_12438,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP004701,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP014932,1,positive,none,0,0,0,0,0,0,0,train
train_negative_5356,0,negative,EGR1,1,0,0,1,0,0,0,train
test_positive_FP007022,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
test_negative_6634,0,negative,none,0,0,0,0,0,0,0,train
test_negative_15550,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP004845,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP016029,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP001647,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_13140,0,negative,none,0,0,0,0,0,0,0,train
test_negative_7917,0,negative,EGR1,1,0,0,1,0,0,0,train
train_negative_2233,0,negative,none,0,0,0,0,0,0,0,train
train_negative_9277,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8811,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP001168,1,positive,none,0,0,0,0,0,0,0,train
train_negative_7013,0,negative,none,0,0,0,0,0,0,0,train
test_negative_8934,0,negative,none,0,0,0,0,0,0,0,train
train_negative_9662,0,negative,EGR1,1,0,0,1,0,0,0,train
train_positive_FP003650,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP006512,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_13946,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP005077,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP017028,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_5776,0,negative,none,0,0,0,0,0,0,0,train
train_negative_5141,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,train
train_negative_5765,0,negative,SP2,1,1,0,0,0,0,0,train
test_positive_FP006773,1,positive,none,0,0,0,0,0,0,0,train
train_negative_14169,0,negative,ZNF131,1,0,0,0,0,0,1,train
train_negative_11673,0,negative,none,0,0,0,0,0,0,0,train
train_negative_12029,0,negative,none,0,0,0,0,0,0,0,train
train_negative_12494,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP018654,1,positive,none,0,0,0,0,0,0,0,train
test_negative_15398,0,negative,EGR1,1,0,0,1,0,0,0,train
test_negative_16021,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13463,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP018492,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_5297,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8895,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP017965,1,positive,ZNF131,1,0,0,0,0,0,1,train
test_positive_FP010039,1,positive,none,0,0,0,0,0,0,0,train
train_negative_7711,0,negative,none,0,0,0,0,0,0,0,train
train_negative_910,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP015700,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP012547,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP006634,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP013403,1,positive,ELK3,1,0,0,0,1,0,0,train
test_positive_FP014054,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_positive_FP012060,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_13991,0,negative,none,0,0,0,0,0,0,0,train
train_negative_44,0,negative,none,0,0,0,0,0,0,0,train
train_negative_15521,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP010025,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,train
test_negative_14997,0,negative,SP2,1,1,0,0,0,0,0,train
test_negative_4740,0,negative,EGR1,1,0,0,1,0,0,0,train
test_negative_7744,0,negative,ZBED4,1,0,1,0,0,0,0,train
train_negative_3095,0,negative,none,0,0,0,0,0,0,0,train
train_negative_292,0,negative,none,0,0,0,0,0,0,0,train
train_negative_14665,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP019115,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_15907,0,negative,none,0,0,0,0,0,0,0,train
test_negative_5496,0,negative,none,0,0,0,0,0,0,0,train
train_negative_9984,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_1100,0,negative,TFDP1,1,0,0,0,0,1,0,train
train_negative_6041,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13697,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP011661,1,positive,none,0,0,0,0,0,0,0,train
test_negative_7988,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6125,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP009241,1,positive,none,0,0,0,0,0,0,0,train
train_negative_2234,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP019577,1,positive,SP2,1,1,0,0,0,0,0,train
test_negative_11913,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8143,0,negative,none,0,0,0,0,0,0,0,train
